Name,Year,USENIX_ATC,USENIX_FAST,DSN,HPDC,IEEECluster,HPCA,ICS,ISC
Dorian Arnold,2019,0,0,0,0,1,0,0,0
Amanda Randles,2019,0,0,0,0,1,0,0,0
Amanda Randles,2018,0,0,0,0,1,0,0,0
Harald Koestler,2018,0,0,0,0,1,0,0,0
Vadym Aizinger,2018,0,0,0,0,1,0,0,0
Ariful Azad,2018,0,0,0,0,1,0,0,0
Dominik Bartuschat,2018,0,0,0,0,1,0,0,0
Ben Bergen,2018,0,0,0,0,1,0,0,0
Matthias Bolten,2018,0,0,0,0,1,0,0,0
Adrian Castello,2018,0,0,0,0,1,0,0,0
Aparna Chandramowlishwaran,2018,0,0,0,0,1,0,0,0
Sunita Chandrasekaran,2018,0,0,0,0,1,0,0,0
Sunita Chandrasekaran,2019,0,0,0,0,0,0,0,1
Karen Devine,2018,0,0,0,0,1,0,0,0
Christian Engwer,2018,0,0,0,0,1,0,0,0
Travis Johnston,2018,0,0,0,0,1,0,0,0
Volodymyr Kindratenko,2018,0,0,0,0,1,0,0,0
Maciej Malawski,2018,0,0,0,0,1,0,0,0
Philipp Neumann,2018,0,0,0,0,1,0,0,1
Philipp Neumann,2019,0,0,0,0,0,0,0,1
Anna Queralt,2018,0,0,0,0,1,0,0,0
A. Erdem Sariyuce,2018,0,0,0,0,1,0,0,0
Ramachandran (Vaidy) Vaidyanathan,2018,0,0,0,0,1,0,0,0
Roland Haas,2018,0,0,0,0,1,0,0,0
Armin Größlinger,2018,0,0,0,0,1,0,0,0
Dirk Pflüger,2018,0,0,0,0,1,0,0,0
Min Si,2018,0,0,0,0,1,0,1,0
Min Si,2020,0,0,0,0,0,0,1,0
Bertil Schmidt,2018,0,0,0,0,1,0,0,0
Istvan Reguly,2018,0,0,0,0,1,0,0,0
Richard Veras,2018,0,0,0,0,1,0,0,0
Masaaki Kondo,2018,0,0,0,0,1,0,0,0
Ivona Brandić,2018,0,0,0,0,1,0,0,0
Holger Fröning,2018,0,0,0,0,1,0,0,1
Holger Fröning,2019,0,0,0,0,0,0,0,1
Costin Iancu,2018,0,0,0,0,1,0,0,0
Myoungsoo Jung,2018,0,0,0,0,1,1,0,0
Michihiro Koibuchi,2018,0,0,0,0,1,0,0,0
John Lange,2018,0,0,0,0,1,0,0,0
Anne-Cécile ORGERIE,2018,0,0,0,0,1,0,0,0
Xiaorui Wang,2018,0,0,0,0,1,0,0,0
Huiyang Zhou,2018,0,0,0,0,1,1,0,0
Huiyang Zhou,2020,0,0,0,0,0,1,0,0
Boyana Norris,2018,0,0,0,0,1,0,0,0
Boyana Norris,2019,0,0,0,0,0,0,1,0
Amer Abdelhalim,2018,0,0,0,0,1,0,0,0
Olivier Aumage,2018,0,0,0,0,1,0,0,0
Leonardo Bautista-Gomez,2018,0,0,0,0,1,0,0,0
Huimin Cui,2018,0,0,0,0,1,0,0,0
Huimin Cui,2020,0,0,0,0,0,0,0,1
Minh Dinh,2018,0,0,0,0,1,0,0,0
Ann Gentile,2018,0,0,0,0,1,0,0,0
Atsushi Hori,2018,0,0,0,0,1,0,0,0
Hiroshi Inoue,2018,0,0,0,0,1,0,0,0
Dieter Kranzlmueller,2018,0,0,0,0,1,0,0,0
Sriram Krishnamoorthy,2018,0,0,0,0,1,0,0,0
Sriram Krishnamoorthy,2020,0,0,0,0,0,0,0,1
Catherine Olschanowsky,2018,0,0,0,0,1,0,0,0
Catherine Olschanowsky,2019,0,0,0,0,0,0,0,1
Miquel Pericàs,2018,0,0,0,0,1,0,0,0
Dana Petcu,2018,0,0,0,0,1,0,0,0
Olga Pierce,2018,0,0,0,0,1,0,0,0
Florin Pop,2018,0,0,0,0,1,0,0,0
Chandra Krintz,2018,0,0,0,0,1,0,0,0
Janine Bennett,2018,0,0,0,0,1,0,0,0
Elisa Bertino,2018,0,0,0,0,1,0,0,0
Kalyana Chadalavada,2018,0,0,0,0,1,0,0,0
Darrell Ling,2018,0,0,0,0,1,0,0,0
Faisal Nawab,2018,0,0,0,0,1,0,0,0
David Pugmire,2018,0,0,0,0,1,0,0,0
Wolski Rich,2018,0,0,0,0,1,0,0,0
Xuanhua Shi,2018,0,0,0,0,1,0,0,0
Xuanhua Shi,2020,0,0,0,0,0,0,1,1
Mark van Moer,2018,0,0,0,0,1,0,0,0
Martin Strohbach,2018,0,0,0,0,1,0,0,0
Zhengyu Yang,2018,0,0,0,0,1,0,0,0
Alex Sim,2018,0,0,0,0,1,0,0,0
Jiayin Wang,2018,0,0,0,0,1,0,0,0
Michel Kinsy,2020,0,0,0,0,0,1,0,0
Amro Awad,2020,0,0,0,0,0,1,0,0
Seunghee Shin,2020,0,0,0,0,0,1,0,0
Lide Duan,2020,0,0,0,0,0,1,0,0
Xu Liu,2020,0,0,0,0,0,1,0,0
Hung-Wei Tseng,2020,0,0,0,0,0,1,0,0
Jun Yang,2020,0,0,0,0,0,1,0,0
Jun Yang,2019,0,0,0,0,0,1,0,0
Jun Yang,2018,0,0,0,0,0,1,0,0
Guru Venkataramani,2020,0,0,0,0,0,1,0,0
Omer Khan,2020,0,0,0,0,0,1,0,0
Lu Peng,2020,0,0,0,0,0,1,0,0
Lizy John,2020,0,0,0,0,0,1,0,0
Lizy John,2018,0,0,0,0,0,1,0,0
Ulya Karpuzcu,2020,0,0,0,0,0,1,0,0
Ulya Karpuzcu,2019,0,0,0,0,0,1,0,0
Antonio Gonzalez,2020,0,0,0,0,0,1,0,0
Antonio Gonzalez,2019,0,0,0,0,0,1,0,0
Antonio Gonzalez,2018,0,0,0,0,0,1,0,0
Per Stenstrom,2020,0,0,0,0,0,1,1,0
Chita Das,2020,0,0,0,0,0,1,0,0
Chita Das,2018,0,0,0,0,0,1,0,0
Pedro Trancoso,2020,0,0,0,0,0,1,0,0
Hong Wang,2020,0,0,0,0,0,1,0,0
Keiji Kimura,2020,0,0,0,0,0,1,0,0
Keiji Kimura,2019,0,0,0,0,0,0,1,0
Koji Inoue,2020,0,0,0,0,0,1,0,0
Koji Inoue,2018,0,0,0,0,0,1,0,0
Xiaochen Guo,2020,0,0,0,0,0,1,0,0
Xiaochen Guo,2019,0,0,0,0,0,1,0,0
Alaa Alameldeen,2020,0,0,0,0,0,1,0,0
Alaa Alameldeen,2019,0,0,0,0,0,1,0,0
Alaa Alameldeen,2018,0,0,0,0,0,1,0,0
Ahmed Louri,2020,0,0,0,0,0,1,0,0
Ahmed Louri,2018,0,0,0,0,0,1,0,0
William Wang,2020,0,0,0,0,0,1,0,0
Newsha Ardalani,2020,0,0,0,0,0,1,0,0
Tosiron Adegbija,2020,0,0,0,0,0,1,0,0
Daniel Jimenez,2020,0,0,0,0,0,1,1,0
Daniel Jimenez,2018,0,0,0,0,0,1,0,0
Tam Chantem,2020,0,0,0,0,0,1,0,0
Wendy Elsasser,2020,0,0,0,0,0,1,0,0
Julio Sahuquillo,2020,0,0,0,0,0,1,0,0
Eric (Yun) Liang,2020,0,0,0,0,0,1,0,0
Radu Teodorescu,2020,0,0,0,0,0,1,0,0
Radu Teodorescu,2018,0,0,0,0,0,1,0,0
Paul Gratz,2020,0,0,0,0,0,1,0,0
Nael Abu-Ghazaleh,2020,0,0,0,0,0,1,0,0
Ashish Venkat,2020,0,0,0,0,0,1,0,0
Abdullah Muzahid,2020,0,0,0,0,0,1,0,0
Abdullah Muzahid,2018,0,0,0,0,0,1,0,0
Gautham Chinya,2020,0,0,0,0,0,1,0,0
Jing Li,2020,0,0,0,0,0,1,0,0
Russ Joseph,2020,0,0,0,0,0,1,0,0
Karu Sankaralingam,2020,0,0,0,0,0,1,0,0
Karu Sankaralingam,2018,0,0,0,0,0,1,0,0
Chia-Lin Yang,2020,0,0,0,0,0,1,0,0
Lizhong Chen,2020,0,0,0,0,0,1,0,0
Arthur Perais,2020,0,0,0,0,0,1,0,0
Fan Yao,2020,0,0,0,0,0,1,0,0
Lei Liu,2020,0,0,0,0,0,1,0,0
Mahdi Nazm Bojnordi,2019,0,0,0,0,0,1,0,0
Pradip Bose,2019,0,0,0,0,0,1,0,0
Pradip Bose,2018,0,0,0,0,0,1,0,0
David Brooks,2019,0,0,0,0,0,1,0,0
Ramon Canal,2019,0,0,0,0,0,1,0,0
Niladrish Chatterjee,2019,0,0,0,0,0,1,0,0
Niladrish Chatterjee,2018,0,0,0,0,0,1,0,0
Liqun Cheng,2019,0,0,0,0,0,1,0,0
Jason Clemons,2019,0,0,0,0,0,1,0,0
Jason Clemons,2018,0,0,0,0,0,1,0,0
Lieven Eeckhout,2019,0,0,0,0,0,1,0,0
Lieven Eeckhout,2018,0,0,0,0,0,1,0,0
Jayneel Gandhi,2019,0,0,0,0,0,1,0,0
R Govindarajan,2019,0,0,0,0,0,1,0,0
Paul V. Gratz,2019,0,0,0,0,0,1,0,0
James C. Hoe,2019,0,0,0,0,0,1,0,0
Rui Hou,2019,0,0,0,0,0,1,0,0
Rui Hou,2018,0,0,0,0,0,1,0,0
Lisa Hsu,2019,0,0,0,0,0,1,0,0
Jaehyuk Huh,2019,0,0,0,0,0,1,0,0
Hillery Hunter,2019,0,0,0,0,0,1,0,0
Akanksha Jain,2019,0,0,0,0,0,1,0,0
Nuwan Jayasena,2019,0,0,0,0,0,1,0,0
Lizy Kurian John,2019,0,0,0,0,0,1,0,0
Avinash Karanth,2019,0,0,0,0,0,1,0,0
Benjamin Lee,2019,0,0,0,0,0,1,0,0
Benjamin Lee,2018,0,0,0,0,0,1,0,0
David Lo,2019,0,0,0,0,0,1,0,0
Pierre Michaud,2019,0,0,0,0,0,1,0,0
Andreas Moshovos,2019,0,0,0,0,0,1,0,0
Vijayanand Nagarajan,2019,0,0,0,0,0,1,0,0
Vijaykrishnan Narayanan,2019,0,0,0,0,0,1,0,0
Shruti Padmanabha,2019,0,0,0,0,0,1,0,0
Tom Pawlowski,2019,0,0,0,0,0,1,0,0
Dmitry Ponomarev,2019,0,0,0,0,0,1,0,0
Xuehai Qian,2019,0,0,0,0,0,1,0,0
Xuehai Qian,2018,0,0,0,0,0,1,0,0
Moinuddin Qureshi,2019,0,0,0,0,0,1,0,0
Moinuddin Qureshi,2018,0,0,0,0,0,1,0,0
Steve Reinhardt,2019,0,0,0,0,0,1,0,0
Joshua San Miguel,2019,0,0,0,0,0,1,0,0
Vivek Seshadri,2019,0,0,0,0,0,1,0,0
Arrvindh Shriraman,2019,0,0,0,0,0,1,1,0
Arrvindh Shriraman,2020,0,0,0,0,0,0,1,0
Yan Solihin,2019,0,0,0,0,0,1,0,0
Yan Solihin,2018,0,0,0,0,0,1,0,0
Phillip Stanley-Marbell,2019,0,0,0,0,0,1,0,0
Sreenivas Subramoney,2019,0,0,0,0,0,1,0,0
Guangyu Sun,2019,0,0,0,0,0,1,0,0
Guangyu Sun,2018,0,0,0,0,0,1,0,0
Elvira Teran,2019,0,0,0,0,0,1,0,0
Josep Torrellas,2019,0,0,0,0,0,1,0,0
Josep Torrellas,2018,0,0,0,0,0,1,0,0
Paul Whatmough,2019,0,0,0,0,0,1,0,0
Lisa Wu,2019,0,0,0,0,0,1,0,0
Cliff Young,2019,0,0,0,0,0,1,0,0
Jason Zebchuk,2019,0,0,0,0,0,1,0,0
Yuhao Zhu,2019,0,0,0,0,0,1,0,0
Rajeev Balasubramonian,2018,0,0,0,0,0,1,0,0
Brad Beckmann,2018,0,0,0,0,0,1,0,0
Yunji Chen,2018,0,0,0,0,0,1,0,0
Jason Cong,2018,0,0,0,0,0,1,0,0
Reetuparna Das,2018,0,0,0,0,0,1,0,0
Yasuko Eckert,2018,0,0,0,0,0,1,0,0
Hadi Esmaeilzadeh,2018,0,0,0,0,0,1,0,0
Yoav Etsion,2018,0,0,0,0,0,1,0,0
Yunsi Fei,2018,0,0,0,0,0,1,0,0
Siva Kumar Sastry Hari,2018,0,0,0,0,0,1,0,0
Sudhanva Gurumurthi,2018,0,0,0,0,0,1,0,0
Song Han,2018,0,0,0,0,0,1,0,0
Kei Hiraki,2018,0,0,0,0,0,1,0,0
Engin Ipek,2018,0,0,0,0,0,1,0,0
David Kaeli,2018,0,0,0,0,0,1,1,0
Nam Sung Kim,2018,0,0,0,0,0,1,0,0
Sheng Li,2018,0,0,0,0,0,1,0,0
Eric Liang,2018,0,0,0,0,0,1,0,0
Gabriel Loh,2018,0,0,0,0,0,1,0,0
Andrew Putnam,2018,0,0,0,0,0,1,0,0
Tim Sherwood,2018,0,0,0,0,0,1,0,0
Lingjia Tang,2018,0,0,0,0,0,1,0,0
Alba Cristina M. A. Melo,2020,0,0,0,0,0,0,1,0
Allen Malony,2020,0,0,0,0,0,0,1,0
Allen Malony,2019,0,0,0,0,0,0,1,1
Allen Malony,2018,0,0,0,0,0,0,0,1
Carla Osthoff Barros,2020,0,0,0,0,0,0,1,0
Clemens Grelck,2020,0,0,0,0,0,0,1,1
Clemens Grelck,2018,0,0,0,0,0,0,0,1
David Whalley,2020,0,0,0,0,0,0,1,0
Dhabaleswar K. Panda,2020,0,0,0,0,0,0,1,0
Didem Unat,2020,0,0,0,0,0,0,1,1
Didem Unat,2019,0,0,0,0,0,0,0,1
Dirk Pleiter,2020,0,0,0,0,0,0,1,1
Dora B. Heras,2020,0,0,0,0,0,0,1,0
Francisco D. Igual,2020,0,0,0,0,0,0,1,0
Giacomo Gabrielli,2020,0,0,0,0,0,0,1,0
Gregory T. Byrd,2020,0,0,0,0,0,0,1,0
Guangming Tan,2020,0,0,0,0,0,0,1,1
Jaejin Lee,2020,0,0,0,0,0,0,1,1
Jidong Zhai,2020,0,0,0,0,0,0,1,1
Jinjun Xiong,2020,0,0,0,0,0,0,1,0
Jose Flich,2020,0,0,0,0,0,0,1,0
Jose Moreira,2020,0,0,0,0,0,0,1,0
Kaitlin Smith,2020,0,0,0,0,0,0,1,0
Katzalin Olcoz,2020,0,0,0,0,0,0,1,0
Lawrence Rauchwerger,2020,0,0,0,0,0,0,1,0
Lawrence Rauchwerger,2019,0,0,0,0,0,0,1,0
Lúcia Drummond,2020,0,0,0,0,0,0,1,0
Marc Casas,2020,0,0,0,0,0,0,1,0
Marc Casas,2018,0,0,0,0,0,0,1,0
Marco Domenico Santambrogio,2020,0,0,0,0,0,0,1,0
Minyi Guo,2020,0,0,0,0,0,0,1,0
Minyi Guo,2018,0,0,0,0,0,0,1,0
Miquel Moreto,2020,0,0,0,0,0,0,1,0
Miquel Moreto,2019,0,0,0,0,0,0,0,1
Ozcan Ozturk,2020,0,0,0,0,0,0,1,0
Rizos Sakellariou,2020,0,0,0,0,0,0,1,0
Ron Brightwell,2020,0,0,0,0,0,0,1,1
Ron Brightwell,2019,0,0,0,0,0,0,0,1
Rosario Cammarota,2020,0,0,0,0,0,0,1,0
Rosario Cammarota,2019,0,0,0,0,0,0,1,0
Xiaoming Li,2020,0,0,0,0,0,0,1,0
Akhil Arunkumar,2019,0,0,0,0,0,0,1,0
Albert Cohen,2019,0,0,0,0,0,0,1,0
Angelina Lee,2019,0,0,0,0,0,0,1,0
Arun Kejariwal,2019,0,0,0,0,0,0,1,0
Arun Kejariwal,2018,0,0,0,0,0,0,1,0
Bo Wu,2019,0,0,0,0,0,0,1,0
Ayon Basumallik,2019,0,0,0,0,0,0,1,0
Bronis de Supinski,2019,0,0,0,0,0,0,1,0
Bruce Robert Childers,2019,0,0,0,0,0,0,1,0
Jim Dehnert,2019,0,0,0,0,0,0,1,0
Jon Cameron Calhoun,2019,0,0,0,0,0,0,1,0
Robert Harrison,2019,0,0,0,0,0,0,1,0
Onur Kayiran,2019,0,0,0,0,0,0,1,0
Scott Lloyd,2019,0,0,0,0,0,0,1,0
Sven-Bodo Scholz,2019,0,0,0,0,0,0,1,1
Sven-Bodo Scholz,2020,0,0,0,0,0,0,0,1
Sven-Bodo Scholz,2018,0,0,0,0,0,0,0,1
Sreepathi Pai,2019,0,0,0,0,0,0,1,0
Sreepathi Pai,2018,0,0,0,0,0,0,1,0
Song Jiang,2019,0,0,0,0,0,0,1,0
Vincent Weaver,2019,0,0,0,0,0,0,1,0
Valentina Salapura,2019,0,0,0,0,0,0,1,0
Toshi Sato,2019,0,0,0,0,0,0,1,0
Zhiyi Huang,2019,0,0,0,0,0,0,1,0
Tarek Abdelrahman,2018,0,0,0,0,0,0,1,0
Hong An,2018,0,0,0,0,0,0,1,0
Zoran Budimlic,2018,0,0,0,0,0,0,1,0
Chen Ding,2018,0,0,0,0,0,0,1,0
Yaoqing Gao,2018,0,0,0,0,0,0,1,0
Yaoqing Gao,2019,0,0,0,0,0,0,0,1
Saugata Ghose,2018,0,0,0,0,0,0,1,0
Maike Gilliot,2018,0,0,0,0,0,0,1,0
Rajiv Gupta,2018,0,0,0,0,0,0,1,0
Howie Huang,2018,0,0,0,0,0,0,1,0
Jose Joao,2018,0,0,0,0,0,0,1,0
Yun (Eric) Liang,2018,0,0,0,0,0,0,1,0
Chu-Cheow Lim,2018,0,0,0,0,0,0,1,0
Mieszko Lis,2018,0,0,0,0,0,0,1,0
David Liu,2018,0,0,0,0,0,0,1,0
Weifeng Liu,2018,0,0,0,0,0,0,1,0
Sally McKee,2018,0,0,0,0,0,0,1,0
Saurav Muralidharan,2018,0,0,0,0,0,0,1,0
Dhabaleswar Panda,2018,0,0,0,0,0,0,1,0
Dhabaleswar Panda,2020,0,0,0,0,0,0,0,1
Dhabaleswar Panda,2019,0,0,0,0,0,0,0,1
Gennady Pekhimenko,2018,0,0,0,0,0,0,1,0
Lavanya Subramanian,2018,0,0,0,0,0,0,1,0
Hans Vandierendonck,2018,0,0,0,0,0,0,1,1
Anand Venkat,2018,0,0,0,0,0,0,1,0
Hao Wang,2018,0,0,0,0,0,0,1,0
Zhenlin Wang,2018,0,0,0,0,0,0,1,0
Zane Wei,2018,0,0,0,0,0,0,1,0
Guoqing Xu,2018,0,0,0,0,0,0,1,0
Qing Yi,2018,0,0,0,0,0,0,1,0
Qing Yi,2020,0,0,0,0,0,0,0,1
Zhibin Yu,2018,0,0,0,0,0,0,1,0
Eddy Zhang,2018,0,0,0,0,0,0,1,0
Jonathan Beard,2020,0,0,0,0,0,0,0,1
Jonathan Beard,2019,0,0,0,0,0,0,0,1
Nectarios Koziris,2020,0,0,0,0,0,0,0,1
Satoshi Matsuoka,2020,0,0,0,0,0,0,0,1
John Shalf,2020,0,0,0,0,0,0,0,1
Tor Skeie,2020,0,0,0,0,0,0,0,1
Carsten Trinitis,2020,0,0,0,0,0,0,0,1
Carsten Trinitis,2019,0,0,0,0,0,0,0,1
Carsten Trinitis,2018,0,0,0,0,0,0,0,1
Bingsheng He,2020,0,0,0,0,0,0,0,1
Woongki Baek,2020,0,0,0,0,0,0,0,1
Thomas Brettin,2020,0,0,0,0,0,0,0,1
Xiaowen Chu,2020,0,0,0,0,0,0,0,1
Judy Fox,2020,0,0,0,0,0,0,0,1
Mohammad Ghasemzadeh,2020,0,0,0,0,0,0,0,1
David Gregg,2020,0,0,0,0,0,0,0,1
Martin Schultz,2020,0,0,0,0,0,0,0,1
Yu Wang,2020,0,0,0,0,0,0,0,1
Yu Wang,2019,0,0,0,0,0,0,0,1
Yu Wang,2018,0,0,0,0,0,0,0,1
Zeyi Wen,2020,0,0,0,0,0,0,0,1
Yong Chen,2020,0,0,0,0,0,0,0,1
Tanzima Islam,2020,0,0,0,0,0,0,0,1
Talita Perciano,2020,0,0,0,0,0,0,0,1
Venkatram Vishwanath,2020,0,0,0,0,0,0,0,1
Venkatram Vishwanath,2018,0,0,0,0,0,0,0,1
Guang Hao Low,2020,0,0,0,0,0,0,0,1
Mathias Soeken,2020,0,0,0,0,0,0,0,1
Mathias Soeken,2019,0,0,0,0,0,0,0,1
Robert Wille,2020,0,0,0,0,0,0,0,1
Anne Benoit,2020,0,0,0,0,0,0,0,1
Umit Catalyurek,2020,0,0,0,0,0,0,0,1
Aurélien Cavelan,2020,0,0,0,0,0,0,0,1
Sascha Hunold,2020,0,0,0,0,0,0,0,1
Ananth Kalyanaraman,2020,0,0,0,0,0,0,0,1
Ananth Kalyanaraman,2019,0,0,0,0,0,0,0,1
Kamer Kaya,2020,0,0,0,0,0,0,0,1
Kamer Kaya,2019,0,0,0,0,0,0,0,1
Veronika Sonigo,2020,0,0,0,0,0,0,0,1
Edouard Audit,2020,0,0,0,0,0,0,0,1
Xing Cai,2020,0,0,0,0,0,0,0,1
Xing Cai,2019,0,0,0,0,0,0,0,1
Carlo Cavazzoni,2020,0,0,0,0,0,0,0,1
Anne C. Elster,2020,0,0,0,0,0,0,0,1
Erwin Laure,2020,0,0,0,0,0,0,0,1
Erik Lindahl,2020,0,0,0,0,0,0,0,1
A. Cristiano I. Malossi,2020,0,0,0,0,0,0,0,1
Gabriel Noaje,2020,0,0,0,0,0,0,0,1
Gabriel Noaje,2019,0,0,0,0,0,0,0,1
Gabriel Noaje,2018,0,0,0,0,0,0,0,1
Filippo Spiga,2020,0,0,0,0,0,0,0,1
Tjerk Straatsma,2020,0,0,0,0,0,0,0,1
Felix Wolf,2020,0,0,0,0,0,0,0,1
I-Hsin Chung,2020,0,0,0,0,0,0,0,1
Florina Ciorba,2020,0,0,0,0,0,0,0,1
Georg Hager,2020,0,0,0,0,0,0,0,1
Daniel Holmes,2020,0,0,0,0,0,0,0,1
Daniel Holmes,2019,0,0,0,0,0,0,0,1
Guillaume Mercier,2020,0,0,0,0,0,0,0,1
Bernd Mohr,2020,0,0,0,0,0,0,0,1
Bernd Mohr,2019,0,0,0,0,0,0,0,1
Bernd Mohr,2018,0,0,0,0,0,0,0,1
Miwako Tsuji,2020,0,0,0,0,0,0,0,1
Michele Weiland,2020,0,0,0,0,0,0,0,1
Abhinav Bhatele,2020,0,0,0,0,0,0,0,1
Angeles Gonzalez Navarro,2020,0,0,0,0,0,0,0,1
Simon McIntosh-Smith,2020,0,0,0,0,0,0,0,1
Simon McIntosh-Smith,2019,0,0,0,0,0,0,0,1
Simon McIntosh-Smith,2018,0,0,0,0,0,0,0,1
Swaroop.S. Pophale,2020,0,0,0,0,0,0,0,1
Swaroop.S. Pophale,2019,0,0,0,0,0,0,0,1
Christian Terboven,2020,0,0,0,0,0,0,0,1
Christian Terboven,2019,0,0,0,0,0,0,0,1
Chenxi Wang,2020,0,0,0,0,0,0,0,1
Saday Sadayappan,2019,0,0,0,0,0,0,0,1
Anastasiia Butko,2019,0,0,0,0,0,0,0,1
David D. Donofrio,2019,0,0,0,0,0,0,0,1
Michael Klemm,2019,0,0,0,0,0,0,0,1
John Leidel,2019,0,0,0,0,0,0,0,1
Ivy Peng,2019,0,0,0,0,0,0,0,1
Alejandro Rico,2019,0,0,0,0,0,0,0,1
Xipeng Shen,2019,0,0,0,0,0,0,0,1
Gregg David,2019,0,0,0,0,0,0,0,1
Seung-Hwan Lim,2019,0,0,0,0,0,0,0,1
Jin Wang,2019,0,0,0,0,0,0,0,1
Youngmin Yi,2019,0,0,0,0,0,0,0,1
Rita Borgo,2019,0,0,0,0,0,0,0,1
Toni Cortes,2019,0,0,0,0,0,0,0,1
Elsa Gonsiorowski,2019,0,0,0,0,0,0,0,1
Misbah Mubarak,2019,0,0,0,0,0,0,0,1
Valerio Pascucci,2019,0,0,0,0,0,0,0,1
Valerio Pascucci,2018,0,0,0,0,0,0,0,1
Maria Perez,2019,0,0,0,0,0,0,0,1
Tom Vierjahn,2019,0,0,0,0,0,0,0,1
Mehmet E Belviranlı,2019,0,0,0,0,0,0,0,1
Xiaohu Guo,2019,0,0,0,0,0,0,0,1
Tan Nguyen,2019,0,0,0,0,0,0,0,1
Lena Oden,2019,0,0,0,0,0,0,0,1
Lena Oden,2018,0,0,0,0,0,0,0,1
Srinivas Aluru,2019,0,0,0,0,0,0,0,1
Tobin Isaac,2019,0,0,0,0,0,0,0,1
Alba Cristina Melo,2019,0,0,0,0,0,0,0,1
Kengo Nakajima,2019,0,0,0,0,0,0,0,1
Siva Rajamanickam,2019,0,0,0,0,0,0,0,1
Christian Schulz,2019,0,0,0,0,0,0,0,1
Sudip Seal,2019,0,0,0,0,0,0,0,1
Edgar Solomonik,2019,0,0,0,0,0,0,0,1
Bora Ucar,2019,0,0,0,0,0,0,0,1
Sathish Vadhiyar,2019,0,0,0,0,0,0,0,1
Alexandru Calotoiu,2019,0,0,0,0,0,0,0,1
Alexandru Calotoiu,2018,0,0,0,0,0,0,0,1
Susan Coghlan,2019,0,0,0,0,0,0,0,1
Jan Eitzinger,2019,0,0,0,0,0,0,0,1
Jan Eitzinger,2018,0,0,0,0,0,0,0,1
Marc-André Hermanns,2019,0,0,0,0,0,0,0,1
Arnaud Legrand,2019,0,0,0,0,0,0,0,1
Marek Michalewicz,2019,0,0,0,0,0,0,0,1
Marek Michalewicz,2018,0,0,0,0,0,0,0,1
Fabrizio Petrini,2019,0,0,0,0,0,0,0,1
Josef Weidendorfer,2019,0,0,0,0,0,0,0,1
Josef Weidendorfer,2018,0,0,0,0,0,0,0,1
Brad Chamberlain,2019,0,0,0,0,0,0,0,1
Maria Angeles Gonzalez Navarro,2019,0,0,0,0,0,0,0,1
Bilel Hadri,2019,0,0,0,0,0,0,0,1
Jesús Labarta,2019,0,0,0,0,0,0,0,1
Helena Liebelt,2019,0,0,0,0,0,0,0,1
Josh Milthorpe,2019,0,0,0,0,0,0,0,1
Damian Steiger,2019,0,0,0,0,0,0,0,1
Thomas Häner,2019,0,0,0,0,0,0,0,1
Justin Hogaboam,2019,0,0,0,0,0,0,0,1
Martin Roetteler,2019,0,0,0,0,0,0,0,1
David Keyes,2018,0,0,0,0,0,0,0,1
Pedro J. Garcia,2018,0,0,0,0,0,0,0,1
Wolfgang Karl,2018,0,0,0,0,0,0,0,1
Sébastien Rumley,2018,0,0,0,0,0,0,0,1
Federico Silla,2018,0,0,0,0,0,0,0,1
Peter Ziegenhein,2018,0,0,0,0,0,0,0,1
Christoph Angerer,2018,0,0,0,0,0,0,0,1
Gonzalo Hernandez,2018,0,0,0,0,0,0,0,1
Janis Keuper,2018,0,0,0,0,0,0,0,1
Romeo Kienzler,2018,0,0,0,0,0,0,0,1
Chuan Lu,2018,0,0,0,0,0,0,0,1
Lukas Lukas,2018,0,0,0,0,0,0,0,1
Hayk Shoukourian,2018,0,0,0,0,0,0,0,1
Michael Steyer,2018,0,0,0,0,0,0,0,1
Johan Suykens,2018,0,0,0,0,0,0,0,1
Marcel Tilly,2018,0,0,0,0,0,0,0,1
Edward Zimmermann,2018,0,0,0,0,0,0,0,1
Timo Bremer,2018,0,0,0,0,0,0,0,1
Mahdi Bohlouli,2018,0,0,0,0,0,0,0,1
Steffen Frey,2018,0,0,0,0,0,0,0,1
John Patchett,2018,0,0,0,0,0,0,0,1
Ryousei Takano,2018,0,0,0,0,0,0,0,1
Ilkay Altintas,2018,0,0,0,0,0,0,0,1
Yuefan Deng,2018,0,0,0,0,0,0,0,1
Harald Köstler,2018,0,0,0,0,0,0,0,1
Miriam Mehl,2018,0,0,0,0,0,0,0,1
Kengo Nakajima,2018,0,0,0,0,0,0,0,1
Daniel Ruprecht,2018,0,0,0,0,0,0,0,1
Vassil Dimitrov,2018,0,0,0,0,0,0,0,1
Hubertus Franke,2018,0,0,0,0,0,0,0,1
Guido Juckeland,2018,0,0,0,0,0,0,0,1
Gokcen Kestor,2018,0,0,0,0,0,0,0,1
Axel Klawonn,2018,0,0,0,0,0,0,0,1
Miquel Moretó,2018,0,0,0,0,0,0,0,1
Miquel Pericas,2018,0,0,0,0,0,0,0,1
Saday Sadayappan,2018,0,0,0,0,0,0,0,1
Fabrice Rastello,2018,0,0,0,0,0,0,0,1
Aravind Sukumaran-Rajam,2018,0,0,0,0,0,0,0,1
Bradford L. Chamberlain,2018,0,0,0,0,0,0,0,1
Christian Lengauer,2018,0,0,0,0,0,0,0,1
Lawrence Mitchell,2018,0,0,0,0,0,0,0,1
